slug_url,title,built_year,is_featured,is_premium,floors,bedroom,bathroom,is_price_on_call,price_type,road_access,property_face,state,district,city,area,area_sq_ft,amount
house-for-sale-at-nakhu-lalitpur-NH10488,"House for sale at Nakhu, Lalitpur",,False,False,2.5,5.0,5.0,True,Total Amount,30.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakkhu,1454.56,
house-for-sale-in-budhanilkantha-deuba-chowk,"House for sale in Budhanilkantha, Deuba Chowk",,False,False,2.0,3.0,3.0,True,Total Amount,26.0,South-West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,2395.75,
house-for-sale-at-hattiban-lalitpur,"House for sale at Hattiban, Lalitpur",,False,False,2.5,6.0,3.0,True,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,1048.14,
house-on-sale-at-nakhudole-bhaisepati,"House on sale at Nakhudole, Bhaisepati",,False,False,2.5,4.0,3.0,True,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1625.68,
bungalow-on-sale-at-bhaisepati-NH10483,Bungalow on sale at Bhaisepati,,False,False,2.5,6.0,1.0,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1197.87,24500000.0
house-for-sale-near-grande-international-hospital-NH10479,House for sale near Grande International Hospital,,False,False,2.5,5.0,6.0,True,Total Amount,,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,7871.75,
luxurious-house-for-sale-at-mahatomarg-bhaisepati-NH10477,"Luxurious house for sale at Mahatomarg, Bhaisepati",,False,False,2.5,4.0,4.0,True,Total Amount,,East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1711.25,
bungalow-on-sale-at-minbhawan-new-baneshwor-NH10475,"Bungalow on sale at Minbhawan, New Baneshwor",,False,False,2.5,4.0,4.0,True,Total Amount,33.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,New Baneshwor,6160.5,
house-on-sale-at-lalitpur-nakhipot,"House on sale at Lalitpur, Nakhipot",,False,False,2.5,4.0,4.0,False,Total Amount,13.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakhipot,1112.31,21500000.0
house-on-urgent-sale-at-lalitpur-kusunti-NH10472,"House on urgent sale at Lalitpur, Kusunti",,False,False,2.5,4.0,3.0,False,Total Amount,13.0,East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kusunti,1048.14,23000000.0
house-on-sale-at-sorhakhutte-manang-gate-NH10471,"House on sale at Sorhakhutte, Manang gate",,False,False,3.5,4.0,5.0,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sorhakhutte,1711.25,37000000.0
modern-style-bungalow-on-sale-at-bhaisepati-NH10468,Modern style bungalow on sale at Bhaisepati,2075.0,False,False,2.5,4.0,4.0,False,Total Amount,13.0,North-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2224.625,37500000.0
modern-bungalow-on-sale-at-chappal-karkhana,Modern bungalow on sale at Chappal Karkhana,,False,False,2.5,4.0,4.0,False,Total Amount,13.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chappal karkhana,1026.75,31000000.0
house-on-sale-at-bhaisepati-near-vinayak-colony-NH10466,"House on sale at Bhaisepati, near Vinayak colony",,False,False,2.5,3.0,4.0,False,Total Amount,13.0,West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,27500000.0
mansion-for-sale-at-budhanilkantha-kathmandu-NH10460,"Mansion for sale at Budhanilkantha, Kathmandu",,False,False,2.0,6.0,6.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,10952.0,200000000.0
bungalow-for-sale-in-dhapasi-kathmandu-NH10458,"Bungalow for sale in Dhapasi, Kathmandu",,False,False,2.5,6.0,6.0,False,Total Amount,,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,7871.75,140000000.0
bungalow-on-sale-at-vinayak-colony-bhaisepati-NH10453,"Bungalow on sale at Vinayak Colony, Bhaisepati",,False,False,3.0,6.0,6.0,False,Total Amount,20.0,West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2121.9500000000003,60000000.0
bungalow-on-sale-at-akashedhara-height-NH10451,Bungalow on sale at Akashedhara height,,False,False,2.5,6.0,6.0,False,Total Amount,,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,2053.5,50000000.0
bungalow-on-sale-at-bhaisepati-NH10446,Bungalow on sale at Bhaisepati,,False,False,2.5,5.0,6.0,False,Total Amount,14.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2053.5,60000000.0
bungalow-on-sale-at-dhumbarahi-pragati-tole-NH10444,"Bungalow on sale at Dhumbarahi, Pragati tole",,False,False,2.5,5.0,5.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sukedhara,4107.0,100000000.0
bungalow-on-sale-at-jorpati-gokarneshwor,"Bungalow on sale at Jorpati, Gokarneshwor",,False,False,2.5,5.0,3.0,False,Total Amount,18.0,East,Bagmati State,Kathmandu,Gokarneshwar Municipality,Jorpati,1796.81,30000000.0
flat-system-house-on-sale-at-dhapasi-grandi-NH10441,"Flat system house on sale at Dhapasi, Grandi",,False,False,3.5,7.0,3.0,False,Total Amount,15.0,North,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1625.68,27500000.0
bungalow-on-sale-at-samakhusi-kathmandu-NH10440,"Bungalow on sale at Samakhusi, Kathmandu ",,False,True,2.5,7.0,3.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,6160.5,200000000.0
bungalow-on-sale-at-golfutar-kathmandu-NH10438,"Bungalow on sale at Golfutar, Kathmandu",,True,False,1.0,5.0,4.0,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,2738.0,51500000.0
villa-on-sale-at-sanobharyang-kathmandu-NH10437,"Villa on sale at Sanobharyang, Kathmandu",,False,False,2.5,7.0,6.0,True,Total Amount,8.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sitapaila,20535.0,
bungalow-on-sale-at-golfutar-kathmandu-NH10434,"Bungalow on sale at Golfutar, Kathmandu",,False,True,2.5,5.0,6.0,False,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,16428.0,270000000.0
flat-system-house-on-sale-at-bansbari-dharapati-NH10431,"Flat system house on sale at Bansbari, Dharapati",,False,False,2.5,9.0,4.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,4406.46,70000000.0
modern-bungalow-on-sale-at-dholahity-satdobato-NH10429,"Modern bungalow on sale at Dholahity, Satdobato",,False,False,2.5,6.0,4.0,False,Total Amount,16.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Satdobato,1048.14,20000000.0
houses-on-sale-at-baluwatar-kathmandu-NH10423,"Houses on sale at Baluwatar, Kathmandu",,False,False,1.0,7.0,5.0,False,Total Amount,26.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,5304.87,120000000.0
house-on-sale-at-mahadevtar-kathmandu-NH10420,House on sale at Mahadevtar. Kathmandu,,False,False,2.5,5.0,3.0,False,Total Amount,10.0,North,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Samakhusi,1369.0,24000000.0
bungalow-on-sale-at-narayanthan-budhanilkantha-NH10418,"Bungalow on sale at Narayanthan, Budhanilkantha",,False,False,2.5,6.0,7.0,False,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Narayanthan ,7187.25,120000000.0
flat-system-house-on-urgent-sale-at-dhobighat-lalitpur-NH10417,"Flat system house on urgent sale at Dhobighat, Lalitpur",,False,False,4.5,,5.0,False,Total Amount,12.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhobighat,855.62,17500000.0
house-on-sale-at-hattiban-lalitpur-NH10407,"House on sale at Hattiban, Lalitpur",,False,False,2.5,5.0,5.0,False,Total Amount,22.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,,28000000.0
modern-house-for-sale-at-kusunti-lalitpur-NH10403,"Modern house for sale at Kusunti, Lalitpur",,False,False,2.5,4.0,4.0,False,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kusunti,6502.75,110000000.0
house-on-sale-at-chyasingdol-kathmandu-NH10401,"House on sale at Chyasingdol, Kathmandu",,False,False,3.5,8.0,6.0,False,Total Amount,20.0,South-West,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1882.37,32000000.0
bungalow-on-sale-at-chyasingdol-kathmandu-NH10400,"Bungalow on sale at Chyasingdol, Kathmandu",,False,False,2.5,5.0,5.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,2566.87,36000000.0
bungalow-on-sale-at-raniban-near-red-gumba,"Bungalow on sale at Raniban, near red Gumba",,False,False,2.5,4.0,5.0,False,Total Amount,20.0,West,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Boharatar,10609.75,120000000.0
flat-system-house-on-sale-at-dhaneshwor-kathmandu,"Flat system house on sale at Dhaneshwor, Kathmandu",,False,False,2.5,5.0,3.0,False,Total Amount,13.0,North-West,Bagmati State,Kathmandu,Tokha  Municipality,Baniyatar,1369.0,22500000.0
commercial-house-on-sale-at-kapan-ganesh-mandir-NH10396,"Commercial house on sale at Kapan, Ganesh Mandir",,False,False,4.5,12.0,5.0,False,Total Amount,24.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1369.0,33000000.0
house-on-sale-at-dhapakhel-civil-homes-NH10394,"House on sale at Dhapakhel, Civil Homes",,False,False,2.5,3.0,4.0,False,Total Amount,16.5,South-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhapakhel,1604.29,35000000.0
flat-system-house-on-sale-at-mhepi-kathmandu-NH10393,"Flat system house on sale at Mhepi, Kathmandu",,False,False,3.5,8.0,4.0,False,Total Amount,13.0,North-East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gongabu,1754.03,37000000.0
house-on-sale-at-makalbari-kathmandu-NH10390,"House on sale at Makalbari, Kathmandu",,False,False,2.5,6.0,3.0,False,Total Amount,8.0,West,Bagmati State,Kathmandu,Gokarneshwar Municipality,Jorpati,2224.62,27500000.0
flat-system-house-on-sale-at-sifal-kathmandu-NH10389,"Flat system house on sale at Sifal, Kathmandu",,False,False,2.0,10.0,1.0,False,Total Amount,13.0,South-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sifal,4641.76,72500000.0
house-on-sale-at-syuchatar-kathmandu-NH10385,House on sale at Syuchatar. Kathmandu,,False,False,2.5,5.0,3.0,False,Total Amount,10.0,South-East,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,2566.87,21000000.0
commercial-house-on-sale-at-satungal-kathmandu,"Commercial house on sale at Satungal, Kathmandu",,False,False,5.0,18.0,15.0,False,Total Amount,29.0,West,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1818.2,42500000.0
2-5-storeyed-bungalow-on-sale-at-bhimsengola-kathmandu," 2.5 storeyed bungalow on sale at Bhimsengola, Kathmandu",,False,False,2.5,5.0,5.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bhimsengola,,150000000.0
flat-system-house-on-sale-at-milanchowk-baneshwor-NH10366,"Flat system house on sale at Milanchowk, Baneshwor",,False,False,3.5,8.0,6.0,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,New Baneshwor,1689.8500000000001,50000000.0
hotel-on-sale-furnished-5-storeyed-hotel-with-5-aana-1-daam-land-at-bhaisepati-chowk-NH10363,Hotel on sale: Furnished 5 storeyed hotel with 5 aana 1 daam land at Bhaisepati Chowk,,False,False,5.0,27.0,27.0,True,Total Amount,,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1732.64,
land-on-sale-7-aana-2-paisa-with-free-house-at-baluwatar-kathmandu-NH10361,"Land on sale: 7 aana 2 paisa with free house at Baluwatar, Kathmandu",,False,False,1.0,1.0,1.0,False,Total Amount,13.0,North-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,2566.87,40000000.0
residential-house-on-sale-3-5-storeyed-with-3-aana-land-at-satdobato-lalitpur,"Residential house on sale: 3.5 storeyed with 3 aana land at Satdobato, Lalitpur",,False,False,3.5,4.0,3.0,False,Total Amount,12.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Satdobato,1026.75,19000000.0
residential-house-on-sale-2-5-storeyed-house-with-3-aana-land-at-dhungedhara-banasthali-NH10354,Residential house on sale: 2.5 storeyed house with 3 aana land at Dhungedhara. Banasthali,,False,False,2.5,4.0,3.0,False,Total Amount,10.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Banasthali,1026.75,27500000.0
residential-house-on-sale-2-5-storeyed-with-4-aana-land-at-baniyatar-gongabu,"Residential house on sale: 2.5 storeyed with 4 aana land at Baniyatar, Gongabu",,False,False,2.5,6.0,3.0,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gongabu,1369.0,22000000.0
new-house-on-sale-2-5-storeyed-on-4-aana-2-paisa-land-at-budhanilkantha,New house on sale: 2.5 storeyed on 4 aana 2 paisa land at Budhanilkantha,,False,False,2.5,3.0,4.0,False,Total Amount,14.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Chapali,1540.12,32500000.0
bungalow-on-sale-2-5-storeyed-with-4-ropani-4-aana-on-sale-NH10347,Bungalow on sale: 2.5 storeyed with 4 ropani 4 aana on sale,,False,False,2.5,4.0,5.0,False,Total Amount,12.0,South-East,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,23273.0,240000000.0
flat-system-house-on-urgent-sale-3-5-storeyed-near-grandi-hospital-dhapasi,"Flat system house on urgent sale: 3.5 storeyed near Grandi Hospital, Dhapasi",,False,False,3.5,7.0,8.0,,Total Amount,16.0,South-East,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,1454.56,35000000.0
flat-system-house-on-urgent-sale-2-5-storeyed-house-at-kapan-height,Flat system house on Urgent sale: 2.5 storeyed house at Kapan height,,False,False,2.5,6.0,5.0,,Total Amount,12.0,West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1304.8200000000002,24000000.0
residential-house-on-sale-3-5-storeyed-house-at-nayabasti-gaurighat,"Residential house on sale:3.5 storeyed house at Nayabasti, Gaurighat",,False,False,3.0,5.0,3.0,,Total Amount,12.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gaushala,1283.43,25000000.0
rental-house-on-sale-5-storeyed-house-built-on-1-5-aana-on-sale-at-putalisadak-NH10315,Rental house on sale:5 storeyed house built on 1.5 aana on sale at Putalisadak,,False,False,5.0,12.0,6.0,,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Putalisadak,513.375,25000000.0
semi-commercial-house-on-sale-2storeyed-at-rudreshwor-chowk-NH10312,Semi-commercial house on sale: 2storeyed at Rudreshwor chowk,,False,False,2.0,,,,Total Amount,16.0,West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Rudreshwor,1026.75,15000000.0
semi-commercial-house-on-sale-2-5-storeyed-at-rudreshwor-budhanilkantha-NH10311,"Semi commercial house on sale: 2.5 storeyed at Rudreshwor, Budhanilkantha",,False,False,2.5,,,,Total Amount,16.0,West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Rudreshwor,1796.81,21000000.0
residential-house-for-sale-2-5-storeyed-at-ichangu,Residential house for sale: 2.5 storeyed at Ichangu,,False,False,2.5,6.0,4.0,,Total Amount,12.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Sitapaila,1369.0,19500000.0
serene-cottage-built-on-10-ropani-land-at-lamatar-for-sale,Serene cottage built on 10 ropani land at Lamatar for sale,,False,False,1.0,2.0,2.0,,Total Amount,,,Bagmati State,Lalitpur,Godawari Municipality,Phulchowki,54760.0,230000001.0
a-luxury-house-for-sale-at-rose-village-balkot-bhaktapur,"A Luxury House for sale at Rose Village, Balkot, Bhaktapur",,False,False,3.5,5.0,9.0,,Total Amount,,,Bagmati State,Bhaktapur,Madhyapur Thimi Municipality,Balkot,2395.75,70000000.0
2-storey-semi-furnished-house-for-sale-at-dhapasi,2 storey semi furnished house for sale at Dhapasi,,False,False,2.0,4.0,3.0,False,Total Amount,20.0,North,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,2053.5,23000000.0
3-storey-house-at-gurjudhara-matatirtha-is-up-for-sale-NH10279,"3 storey house at Gurjudhara, Matatirtha is up for sale",,False,False,1.0,4.0,3.0,,Total Amount,10.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1540.12,18000000.0
3-5-storey-house-at-kalanki-inside-yageshor-marga-is-for-sale-NH10276,"3.5 storey house at Kalanki, Inside Yageshor Marga is for sale",,False,False,3.5,7.0,4.0,,Total Amount,,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1711.25,27500000.0
2-5-storeyed-house-for-sale-at-dhapakhel-lalitpur-NH10271,"2.5 storeyed house for sale at Dhapakhel, Lalitpur",,False,False,2.5,,,False,Total Amount,10.0,South-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhapakhel,1540.12,21500000.0
2-storey-house-at-chunikhel-for-urgent-sale-NH10270,2 storey house at Chunikhel for URGENT SALE,,False,False,2.5,4.0,3.0,False,Total Amount,14.0,South,Bagmati State,Kathmandu,Budhanilkantha Municipality,Chunikhel,1454.56,12500000.0
2-5-storey-residential-house-on-sale-at-hattigauda-NH10264,2.5 storey residential house on sale at Hattigauda,2073.0,False,False,2.5,6.0,4.0,False,Total Amount,14.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,1369.0,25000000.0
residential-3storey-house-built-in-5aana-land-at-kritipur-dhalpa-for-sale-NH10260,"Residential 3storey house built in 5aana land at Kritipur, Dhalpa for sale",,False,False,1.0,1.0,1.0,,Total Amount,33.0,North-West,Bagmati State,Kathmandu,Kirtipur  Municipality,Kirtipur,1711.25,25000000.0
residential-2-5-storied-house-for-sale-at-sainbu-bhainsepati,"Residential 2.5 storied house for sale at Sainbu, Bhainsepati",,False,False,1.0,1.0,1.0,,Total Amount,10.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2738.0,27000000.0
a-bungalow-in-bishalnagar-with-10-aana-land-for-sale-NH10257,A bungalow in Bishalnagar with 10 aana land for sale,,False,False,1.0,4.0,4.0,,Total Amount,14.0,South-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bishalnagar,3422.5,130000000.0
3-5-storey-house-at-dhapasi-for-sale-NH10245,3.5 storey house at Dhapasi for sale,,False,False,3.5,6.0,1.0,,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Basundhara,4791.5,57000000.0
a-house-made-on-5-5-aana-at-tahachal-for-sale-NH10239,A house made on 5.5 aana at Tahachal for sale,,False,False,3.0,6.0,6.0,,Total Amount,,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Tahachal,2139.05,45000000.0
6bhk-residential-and-commercial-house-at-budhanilkantha-for-sale-NH10232,6BHK residential and commercial house at Budhanilkantha for sale,2074.0,False,False,3.0,6.0,6.0,,Total Amount,14.0,West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,3422.5,56000000.0
new-house-near-1km-gwarko-height-NH10220,New House near (1KM) Gwarko height ,2077.0,False,False,2.5,6.0,4.0,,Total Amount,12.0,North,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1283.43,21500000.0
residential-2-5-storied-6-bhk-house-for-sale-at-saibu-18-bhaisepati-NH10192,"Residential 2.5 storied 6 BHK House  ""FOR SALE"" at Saibu-18, Bhaisepati",,False,True,2.5,6.0,4.0,,Total Amount,12.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2738.0,49000000.0
house-for-sale-at-kapan-mount-kailash-height-kathmandu-NH10170,"House For Sale At Kapan Mount Kailash Height, Kathmandu",,True,False,3.5,1.0,1.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,2053.5,41000000.0
a-5-storied-traditional-house-for-sale-at-nardevi-kathmandu,"A 5 Storied Traditional House For Sale At Nardevi, Kathmandu",,False,False,5.0,1.0,1.0,False,Total Amount,11.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Nardevi,256.68,6000000.0
a-2-5-storied-bungalow-for-sale-at-tutepani-lalitpur-NH10168,"A 2.5 storied Bungalow For Sale At Tutepani, Lalitpur",,False,True,2.5,1.0,1.0,False,Total Amount,15.5,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Tutepani,7358.37,75000000.0
a-2-5-storied-house-for-sale-at-garigaun-aakashedhara-kathmandu-NH10167,"A 2.5 storied House For Sale At Garigaun, Aakashedhara, Kathmandu",,True,False,2.5,1.0,1.0,False,Total Amount,15.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1625.68,30000000.0
bunglow-for-sale-at-araniko-aabas-sitapaila-kathmandu-NH10166,"Bunglow For Sale at Araniko Aabas, Sitapaila, Kathmandu",,False,True,2.5,1.0,1.0,False,Total Amount,13.0,South-West,Bagmati State,Kathmandu,Nagarjun  Municipality,sitapaila,2973.29,54000000.0
a-2-5-storied-bunglow-for-sale-at-bafal-kathmandu-NH10162,"A 2.5 storied Bunglow For Sale at Bafal, Kathmandu",,True,False,2.5,5.0,4.0,False,Total Amount,16.0,North,Bagmati State,Kathmandu,Nagarjun  Municipality,Bafal,1540.125,36000000.0
