slug_url,title,built_year,is_featured,is_premium,floors,bedroom,bathroom,is_price_on_call,price_type,road_access,property_face,state,district,city,area,area_sq_ft,amount
house-on-sale-in-ekatabasti-jyotinagar,"House on sale in Ekatabasti, Jyotinagar",,False,False,3.0,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Jyotinagar,1112.31,19700000.0
house-on-sale-in-kapan-ram-mandir,"House on sale in Kapan, Ram Mandir",,False,False,2.5,,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Ram Mandir,1711.25,28000000.0
house-on-sale-in-magargaun-bhaisepati,"House on sale in Magargaun, Bhaisepati",,False,False,2.5,7.0,5.0,False,Total Amount,16.0,North-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2032.1000000000001,51000000.0
house-on-sale-in-kadaghari,House on sale in Kadaghari,2077.0,False,False,2.5,6.0,3.0,False,Total Amount,13.0,North-East,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Birendra Chowk,1197.87,20000000.0
house-on-sale-in-gwarko-bafal,"House on sale in Gwarko, Bafal",2077.0,False,False,2.5,5.0,4.0,False,Total Amount,13.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Gwarko,1540.12,30000000.0
house-on-sale-in-nayabazar,House on sale in Nayabazar,,False,False,3.5,7.0,4.0,False,Total Amount,26.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Naya Bazar,962.57,29000000.0
house-on-sale-in-thasikhel-lalitpur,"House on sale in Thasikhel, Lalitpur",,False,False,2.5,3.0,4.0,False,Total Amount,13.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Thasikhel,2224.62,35000000.0
house-on-sale-in-thapagaun-baneshwor,"House on sale in Thapagaun, Baneshwor",,False,False,3.5,8.0,2.0,False,Total Amount,13.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Thapagaun,1369.0,27500000.0
house-on-sale-in-hattigauda-ganesh-chowk,"House on sale in Hattigauda, Ganesh Chowk",2073.0,False,False,2.5,6.0,4.0,False,Total Amount,14.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,1369.0,25000000.0
house-on-sale-at-gothatar,House on sale at Gothatar,,False,False,,10.0,5.0,False,Total Amount,32.0,East,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Gothatar,1369.0,35000000.0
bungalow-on-sale-in-bishalnagar,Bungalow on sale in Bishalnagar,,False,False,2.5,4.0,4.0,False,Total Amount,14.0,South-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bishalnagar,3422.5,130000000.0
commercial-building-on-sale-in-shambhu-marga-tilganga,"Commercial building on sale in Shambhu Marga, Tilganga",,False,False,5.0,9.0,4.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Shambhu Marga,855.62,35500000.0
house-for-sale-in-indrapuri-dhapasi,"House for sale in Indrapuri, Dhapasi",,False,False,2.5,7.0,5.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,3893.09,50000000.0
house-for-sale-or-rent-in-tokha,House for sale or rent in Tokha,,False,False,2.5,4.0,4.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Tokha  Municipality,Tokha,2395.75,38000000.0
brand-new-house-on-sale-in-baluwatar,Brand new house on sale in Baluwatar,,False,False,2.5,5.0,5.0,True,Total Amount,18.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Baluwatar,1882.37,
house-on-sale-at-hattigauda-NH12226,House on sale at Hattigauda,,False,False,3.5,5.0,,False,Total Amount,13.0,North-West,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,7871.75,110000000.0
house-on-sale-in-narayanthan-height-budhanilkantha,"House on sale in Narayanthan Height, Budhanilkantha",,False,False,2.5,4.0,4.0,False,Total Amount,19.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Narayanthan ,4107.0,67500000.0
beautiful-house-on-sale-at-kalanki,Beautiful house on sale at Kalanki,2075.0,False,False,2.5,5.0,4.0,False,Total Amount,10.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1454.56,27500000.0
house-on-sale-near-grande-hospital,House on Sale near Grande Hospital,,False,False,2.5,5.0,5.0,False,Total Amount,15.0,South,Bagmati State,Kathmandu,Tokha  Municipality,Grande Hospital,1625.68,28000000.0
bungalow-house-on-sale-in-bhaisepati,Bungalow house on sale in Bhaisepati,,False,False,2.5,4.0,5.0,True,Total Amount,18.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2053.5,
house-on-sale-in-phulbari-colony-budhanilkantha,"House on sale in Phulbari Colony, Budhanilkantha",,False,False,2.5,,5.0,True,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Pasikot,2224.62,
2-5-storeyed-house-for-sale-at-budhanilkantha,2.5 storeyed house for sale at Budhanilkantha,,False,False,2.5,4.0,4.0,False,Total Amount,14.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,3080.25,55000000.0
house-on-sale-in-hattigauda,House on sale in Hattigauda,,False,False,2.5,6.0,4.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,1796.81,32500000.0
brand-new-house-for-sale-in-budhanilkantha-NH12216,Brand new house for sale in Budhanilkantha,,False,False,2.5,4.0,4.0,False,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1026.75,16500000.0
house-on-sale-in-thulobharyang-swoyambhu,"House on sale in Thulobharyang, Swoyambhu",,False,False,2.5,7.0,5.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Thulobharyang,2395.75,39500000.0
house-on-sale-at-golfutar,House on sale at Golfutar,,False,False,2.5,5.0,5.0,False,Total Amount,17.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Golfutar,1369.0,35000000.0
house-on-sale-or-rent-in-chandol,House on sale or rent in Chandol,,False,False,2.5,5.0,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chandol,1882.37,47500000.0
house-on-sale-at-bhaisepati,House on sale at Bhaisepati,,False,False,3.0,,,False,Total Amount,13.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,35000000.0
house-on-sale-in-bafal,House on sale in Bafal,,False,False,3.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Bafal,2224.62,29000000.0
house-on-sale-in-gongabu,House on sale in Gongabu,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,New Buspark,1026.75,26000000.0
house-on-sale-in-chandragiri-mahadevsthan,"House on sale in Chandragiri, Mahadevsthan",,False,False,1.0,2.0,1.0,False,Total Amount,13.0,West,Bagmati State,Kathmandu,Chandragiri  Municipality,Mahadevsthan,1026.75,9800000.0
house-on-sale-at-hepali-height,House on sale at Hepali height,,False,False,2.5,3.0,2.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,1369.0,22500000.0
brand-new-bungalow-on-sale-in-nakkhu,Brand new bungalow on sale in Nakkhu,,False,False,2.5,4.0,5.0,False,Total Amount,20.0,East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakkhu,1369.0,28000000.0
house-on-sale-in-nikhileshwor-colony-budhanilkantha,"House on sale in Nikhileshwor Colony, Budhanilkantha",,False,False,2.5,,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Nikhileshwor,1197.87,21500000.0
house-on-sale-in-halchowk-swoyambhu,"House on sale in Halchowk, Swoyambhu",,False,False,,6.0,3.0,False,Total Amount,10.0,West,Bagmati State,Kathmandu,Nagarjun  Municipality,Halchowk,1005.35,15000000.0
house-on-sale-in-bhandari-gaun-dhapakhel,"House on sale in Bhandari Gaun, Dhapakhel",,False,False,2.5,7.0,2.0,False,Total Amount,20.0,South-East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhapakhel,1540.12,22000000.0
house-on-sale-in-hattiban-lalitpur-NH12173,"House on sale in Hattiban, Lalitpur",,False,False,3.5,,,False,Total Amount,12.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,1540.12,28500000.0
house-on-sale-in-bishal-chowk-satdobato,"House on sale in Bishal Chowk, Satdobato",,False,False,2.5,8.0,3.0,False,Total Amount,5.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Satdobato,855.62,12000000.0
house-on-sale-in-hattiban,House on sale in Hattiban,2071.0,False,False,2.5,5.0,5.0,False,Total Amount,22.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Hattiban,2224.62,29000000.0
house-on-sale-in-nainatole-dhapasi,"House on sale in Nainatole, Dhapasi",,False,False,2.5,5.0,2.0,False,Total Amount,22.0,North-East,Bagmati State,Kathmandu,Tokha  Municipality,Dhapasi,3593.62,50000000.0
house-on-sale-in-bhaisepati,House on sale in Bhaisepati,,False,False,2.5,7.0,3.0,False,Total Amount,33.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,4107.0,80000000.0
house-on-sale-in-imadol,House on sale in Imadol,2077.0,False,False,2.5,4.0,4.0,False,Total Amount,14.0,East,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1026.75,18500000.0
house-on-urgent-sale-in-pepsicola,House on urgent sale in Pepsicola,,False,False,2.5,,,False,Total Amount,13.0,South,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Pepsicola,1540.12,26500000.0
house-on-sale-in-bageshwori-bhaktapur,"House on sale in Bageshwori, Bhaktapur",,False,False,2.0,2.0,2.0,False,Total Amount,10.0,,Bagmati State,Bhaktapur,Changunarayan Municipality,Bageshwori,1197.87,11500000.0
commercial-house-on-sale-in-pepsicola-townplanning,Commercial house on sale in Pepsicola Townplanning,,False,False,5.0,,,False,Total Amount,20.0,North-West,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Pepsicola,2053.5,55000000.0
new-house-on-sale-in-pepsicola,New house on sale in Pepsicola,,False,False,3.0,3.0,3.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Pepsicola,1026.75,16000000.0
commercial-house-on-sale-in-basantanagar-balaju,"Commercial house on sale in Basantanagar, Balaju",,False,False,5.5,,38.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Basantanagar,2738.0,100000000.0
house-on-sale-in-budhanilkantha,House on sale in Budhanilkantha,,False,False,,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Chunikhel,1026.75,14000000.0
under-construction-house-is-on-sale-in-sitapaila,Under construction house is on sale in Sitapaila,,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Sitapaila,1497.34,25000000.0
house-on-sale-in-bansbari,House on sale in Bansbari,,False,False,3.5,9.0,4.0,False,Total Amount,13.0,South-East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,4406.46,70000000.0
new-house-on-sale-in-budhanilkantha-NH12147,New house on sale in Budhanilkantha,,False,False,2.5,4.0,3.0,False,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,2139.06,36000000.0
house-on-sale-in-hattisar,House on sale in Hattisar,2000.0,False,False,3.0,9.0,6.0,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Hattisar,2738.0,80000000.0
house-on-sale-in-lazimpat,House on sale in Lazimpat,2015.0,False,False,2.5,4.0,5.0,False,Total Amount,17.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Lazimpat,2909.12,80000000.0
bungalow-on-sale-in-hepali-height,Bungalow on sale in Hepali Height,,False,False,2.5,5.0,4.0,False,Total Amount,20.0,South-East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,5497.39,58000000.0
house-on-sale-at-mulpani,House on Sale at Mulpani,2077.0,False,False,2.5,4.0,3.0,False,Total Amount,10.0,South-East,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Mulpani,,12500000.0
house-on-sale-in-kharibot-gaurighat,"House on sale in Kharibot, Gaurighat",2072.0,False,False,3.5,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kharibot,2267.4,42500000.0
house-on-sale-in-lubhu,House on sale in Lubhu,2075.0,False,False,,2.0,1.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Lubhu,1197.87,12500000.0
house-on-sale-in-basundhara,House on sale in Basundhara,2076.0,False,False,3.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Basundhara,1197.87,22000000.0
house-on-sale-in-taukhel-lalitpur,"House on sale in Taukhel, Lalitpur",,False,False,2.5,3.0,4.0,False,Total Amount,26.0,East,Bagmati State,Lalitpur,Godawari Municipality,Taukhel,1369.0,25000000.0
newly-built-house-on-sale-in-gothatar,Newly built house on sale in Gothatar,,False,False,2.5,6.0,4.0,False,Total Amount,13.0,West,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Gothatar,1133.7,21500000.0
brand-new-house-on-sale-in-gothatar,Brand new house on sale in Gothatar,,False,False,2.5,6.0,3.0,False,Total Amount,28.0,North-West,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Gothatar,1283.43,22000000.0
house-on-sale-in-balambu-chundevi,"House on sale in Balambu, Chundevi",,False,False,2.5,5.0,3.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Balambu,1112.31,18000000.0
new-house-on-sale-in-kalanki,New house on sale in Kalanki,,False,False,3.5,,,False,Total Amount,14.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Kalanki,1369.0,21800000.0
duplex-house-on-urgent-sale-in-bhaisepati,Duplex house on urgent sale in Bhaisepati,,False,False,2.5,6.0,4.0,True,Total Amount,13.0,East,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,
house-on-sale-in-bhangal-budhanilkantha,"House on sale in Bhangal, Budhanilkantha",,False,False,2.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1582.8999999999999,20200000.0
house-on-sale-at-kupandol,House on sale at Kupandol,,False,False,,9.0,4.0,False,Total Amount,9.0,South-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kupandole,5989.37,70000000.0
house-on-sale-in-rose-village-balkot,"House on sale in Rose Village, Balkot",2019.0,False,False,,5.0,9.0,False,Total Amount,18.0,,Bagmati State,Bhaktapur,Madhyapur Thimi Municipality,Rose Village,2395.75,70000000.0
house-on-sale-in-kalanki-khadka-gaun,"House on sale in Kalanki, Khadka Gaun",,False,False,2.5,,,False,Total Amount,16.0,East,Bagmati State,Kathmandu,Chandragiri  Municipality,Khadka Gaun,1369.0,21500000.0
house-on-sale-in-tokha,House on sale in Tokha,,False,False,2.5,5.0,2.0,False,Total Amount,10.0,,Bagmati State,Kathmandu,Tokha  Municipality,Bhutkhel Chaur,,18000000.0
house-on-sale-in-bhangal,House on sale in Bhangal,,False,False,1.0,,,False,Total Amount,14.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Bhangal ,1197.87,13000000.0
house-on-sale-at-chyasal,House on sale at Chyasal,2066.0,False,False,4.0,7.0,4.0,False,Total Amount,13.0,West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Chyasal,1026.75,24000000.0
house-on-sale-in-mandikhatar,House on sale in Mandikhatar,,False,False,2.5,,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Mandikhatar,1711.25,30500000.0
bungalow-on-sale-only-in-land-price-at-kupandol,Bungalow on sale only in land price at Kupandol,2000.0,False,False,2.5,7.0,7.0,False,Total Amount,22.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kupandole,10267.5,210000000.0
house-on-sale-in-syuchatar,House on sale in Syuchatar,,False,False,2.5,4.0,3.0,False,Total Amount,16.0,East,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,1711.25,20000000.0
house-on-sale-in-gongabu-ganeshthan,"House on sale in Gongabu, Ganeshthan",,False,False,3.5,6.0,3.0,False,Total Amount,10.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gongabu,1540.12,22500000.0
house-on-sale-in-thulobharyang,House on sale in Thulobharyang,,False,False,,,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Thulobharyang,1197.87,24000000.0
semi-commercial-house-on-sale-at-gyaneshwor,Semi commercial house on sale at Gyaneshwor,,False,False,,,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gyaneshwor,1711.25,57500000.0
house-on-sale-at-chundevi,House on sale at Chundevi,,False,False,,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chundevi,8214.0,140000000.0
house-on-sale-at-dhapakhel,House on sale at Dhapakhel,,False,False,2.5,3.0,3.0,False,Total Amount,20.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Dhapakhel,855.62,14500000.0
house-for-sale-in-siddhartha-colony-budhanilkantha,"House for sale in Siddhartha Colony, Budhanilkantha",,False,False,2.5,4.0,5.0,False,Total Amount,17.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Siddhartha Colony,2738.0,56500000.0
bungalow-on-sale-at-hattigauda,Bungalow on sale at Hattigauda,,False,False,2.5,5.0,5.0,False,Total Amount,16.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hattigaunda,1882.37,31500000.0
bungalow-on-sale-at-panipokhari,Bungalow on sale at Panipokhari,,False,False,3.0,4.0,5.0,False,Total Amount,20.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Panipokhari,1882.37,54000000.0
house-on-sale-at-kapan,House on sale at Kapan,,False,False,2.5,6.0,,False,Total Amount,14.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kapan,1369.0,21000000.0
house-on-sale-at-budhanilkantha-kamitar,"House on sale at Budhanilkantha, Kamitar",,False,False,2.5,,,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Kamitar,1026.75,17000000.0
house-on-sale-at-green-hill-city-imadol,"House on sale at Green Hill City, Imadol",2020.0,False,False,,5.0,4.0,False,Total Amount,15.0,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1711.25,43000001.0
house-for-sale-at-panipokhari-heights-housing,House for sale at Panipokhari heights housing,2018.0,False,False,2.5,4.0,5.0,False,Total Amount,16.0,East,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Panipokhari,1540.12,65000000.0
modern-bungalow-for-sale-at-ichangu,Modern Bungalow for sale at Ichangu,,False,False,3.0,4.0,5.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Nagarjun  Municipality,Ichangu Narayan,1711.25,29000000.0
pepsicola-house-for-sale,House for sale at Pepsicola,,False,False,3.5,,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Pepsicola,1711.25,36000000.0
house-for-sale-at-kusunti-lalitpur,"House for sale at Kusunti, Lalitpur",,False,False,2.5,4.0,4.0,False,Total Amount,15.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Kusunti,1925.1499999999999,37000000.0
house-for-sale-at-bafal-kathmandu,"House for sale at Bafal, Kathmandu",,False,False,3.5,,,False,Total Amount,14.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bafal,1475.95,30000000.0
house-on-sale-at-gokul-aawas-bhaisepati,"House on sale at Gokul Aawas, Bhaisepati",,False,False,2.5,3.0,5.0,False,Total Amount,17.0,North-West,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,2224.62,44500000.0
budhanilkantha-house-on-sale,House for sale at Budhanilkantha,,False,False,2.5,5.0,,False,Total Amount,12.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,4107.0,58000000.0
house-for-sale-at-manbahadur-marg-bhangal,"House for sale at Manbahadur Marg, Bhangal",,False,False,2.5,5.0,4.0,False,Total Amount,13.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Manabahadur Marga,1369.0,27000000.0
nakhudole-bhaisepati-house-sale,"House on sale at Nakhudole, Bhaisepati",,False,False,2.5,4.0,4.0,False,Total Amount,14.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,30000000.0
villa-on-sale-at-budhanilkantha,Villa on sale at Budhanilkantha,,False,False,2.5,4.0,5.0,False,Total Amount,20.0,South,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,2395.75,57500000.0
house-for-sale-at-reliable-colony-bhaisepati,House for sale at Reliable colony Bhaisepati,,False,False,2.5,4.0,4.0,True,Total Amount,16.5,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Bhaisepati,1369.0,
house-for-sale-at-hepali-height-budhanilkantha,"House for sale at Hepali Height, Budhanilkantha",,False,False,2.5,5.0,,False,Total Amount,15.0,East,Bagmati State,Kathmandu,Budhanilkantha Municipality,Hepali Height,1369.0,27000000.0
house-for-sale-at-hattigauda-ganesh-chowk,"House for sale at Hattigauda, Ganesh Chowk",,False,False,2.5,6.0,4.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,1711.25,44500000.0
house-for-sale-at-maharajgunj-bansbari,"House for sale at Maharajgunj, Bansbari",,False,False,2.5,6.0,4.0,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Bansbari,2738.0,45000000.0
bungalow-for-sale-at-budhanilkantha,Bungalow for sale at Budhanilkantha,,False,False,2.5,7.0,7.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,7187.25,98000000.0
house-for-sale-at-rudreshwor-budhanilkantha,"House for sale at Rudreshwor, Budhanilkantha",,False,False,2.5,5.0,5.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Rudreshwor,6845.0,100000000.0
semi-commercial-house-for-sale-at-sangham-phaat-tarkeshwor,Semi commercial house for sale at Sangham Phaat. Tarkeshwor,2077.0,False,False,2.5,,,False,Total Amount,20.0,West,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Sangham Phaat,941.1800000000001,17000000.0
house-on-sale-at-kavresthali,House on sale at Kavresthali,,False,False,1.5,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Kabhresthali,1369.0,15500000.0
house-for-sale-at-khursanitar-lazimpat,House for sale at Khursanitar. Lazimpat,,False,False,2.5,4.0,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Lazimpat,3080.25,85000000.0
house-for-urgent-sale-at-balaju-goldhunga,"House for urgent sale at Balaju, Goldhunga",,False,False,2.0,,,False,Total Amount,26.0,East,Bagmati State,Kathmandu,Tarkeshwor  Municipality,Goldhunga,1369.0,5500000.0
house-for-sale-at-saraswotinagar,House for sale at Saraswotinagar,,False,False,4.0,6.0,3.0,True,Total Amount,14.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Saraswotinagar,2909.12,
house-for-sale-at-thankot-checkpost,House for sale at Thankot Checkpost,,False,False,3.5,,,False,Total Amount,13.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1369.0,30000000.0
house-for-sale-at-buddhamarg-nakhipot,"House for sale at Buddhamarg, Nakhipot",2077.0,False,False,2.5,5.0,3.0,False,Total Amount,20.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Nakhipot,1540.12,25000000.0
commercial-house-on-sale-at-maijubahal-chabahil,"Commercial house on sale at Maijubahal, Chabahil",,False,False,3.5,,,False,Total Amount,20.0,West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Maijubahal,1711.25,47500000.0
commercial-house-for-sale-at-thankot-checkpost,Commercial house for sale at Thankot Checkpost,,False,False,2.0,,,False,Total Amount,16.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Thankot,1369.0,19000000.0
saibu-bhaisepati-house-for-sale,"House for sale at Saibu, Bhaisepati ",,False,False,2.5,4.0,3.0,False,Total Amount,15.0,North,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Saibu,1369.0,29500000.0
house-for-sale-at-pepsicola,House for sale at Pepsicola,,False,False,2.5,,,False,Total Amount,14.0,East,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Pepsicola,2481.31,35000000.0
commercial-building-on-sale-at-mitraparak,Commercial building on sale at Mitraparak,,False,False,4.5,,,False,Total Amount,30.0,South-West,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Mitrapark,1689.8500000000001,49000000.0
budhanilkantha-house-for-sale,House on sale at Budhanilkantha,,False,False,2.5,4.0,4.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Budhanilkantha,2395.75,45000000.0
commercial-house-for-sale-at-gongabu-new-buspark,"Commercial house for sale at Gongabu, New Buspark",,False,False,3.5,,,False,Total Amount,20.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gongabu,1540.12,35000000.0
house-for-sale-at-panipokhari-kathmandu,"House for sale at Panipokhari, Kathmandu",,False,False,3.0,3.0,3.0,True,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Panipokhari,1197.87,
house-for-sale-at-chundevi-height,House for sale at Chundevi height,,False,False,2.5,4.0,5.0,True,Total Amount,15.0,,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Chundevi,1540.12,
house-for-sale-at-chundevi-naikap,"House for sale at Chundevi, Naikap",,False,False,2.5,,,False,Total Amount,10.0,,Bagmati State,Kathmandu,Chandragiri  Municipality,Naikap,1026.75,15000000.0
house-for-sale-at-kadaghari,House for sale at Kadaghari,,False,False,2.5,,4.0,False,Total Amount,12.0,,Bagmati State,Kathmandu,Kageshwari Manohara  Municipality,Kadaghari,1369.0,20000000.0
house-on-sale-at-balkumari-lalitpur,"House on sale at Balkumari, Lalitpur",,False,False,2.5,6.0,4.0,False,Total Amount,17.0,,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Balkumari,2053.5,35000000.0
house-on-sale-at-imadol-shital-height-cozyhomes,"House on sale at Imadol, Shital height Cozyhomes",2077.0,False,False,2.5,6.0,5.0,False,Total Amount,13.0,,Bagmati State,Lalitpur,Mahalaxmi Municipality,Imadol,1796.81,32500000.0
house-on-sale-at-gyaneshwor,House on sale at Gyaneshwor,2073.0,False,False,3.5,4.0,4.0,True,Total Amount,15.0,South,Bagmati State,Kathmandu,Kathmandu Metropolitan City,Gyaneshwor,2053.5,
house-on-sale-at-budhanilkantha,House on sale at Budhanilkantha,,False,False,2.5,4.0,4.0,False,Total Amount,15.0,,Bagmati State,Kathmandu,Budhanilkantha Municipality,Narayanthan ,4107.0,67500000.0
house-on-sale-at-setipakha-lalitpur,"House on sale at Setipakha, Lalitpur.",,False,False,2.5,5.0,3.0,False,Total Amount,12.0,South,Bagmati State,Lalitpur,Lalitpur Metropolitan City,Setipakha,1540.12,23500000.0
kalanki-syuchatar-house-on-sale,"House on sale at Kalanki, Syuchatar",,False,False,2.5,,,False,Total Amount,13.0,East,Bagmati State,Kathmandu,Nagarjun  Municipality,Syuchatar,1369.0,24500000.0
